postal_code,street,house_numbers,city,area,neighborhood,municipality,province
7908WD,Kolblei,1 t/m 41,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WE,Kolblei,2 t/m 32,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WG,Grondel,1 t/m 11,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WH,Alver,1 t/m 8,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WJ,Elrits,1 t/m 8,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WR,Zuiddreef,2 t/m 66,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WS,Winde,1 t/m 65,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WT,Meerval,1 t/m 63,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WV,Meerval,2 t/m 36,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WX,Karper,1 t/m 27,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908WZ,Karper,2 t/m 68,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XA,Keizersmantel,1 t/m 81,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XB,Keizersmantel,2 t/m 50,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XC,Keizersmantel,52 t/m 112,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XD,Het Loo,1 t/m 31,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XE,Edelhert,4 t/m 40,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XG,Reekalf,1 t/m 18,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XH,Eekhoorn,1 t/m 20,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XJ,Damhert,2 t/m 33,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XK,Egel,14 t/m 33,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XM,Boommarter,2 t/m 18,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XN,Citroenvlinder,1 t/m 73,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XP,Citroenvlinder,75 t/m 121,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XR,Koningspage,2 t/m 96,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XS,Heivlinder,2 t/m 20,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XT,Oranjetip,1 t/m 17,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XV,Koningspage,1 t/m 57,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XW,Koningspage,59 t/m 109,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7908XX,Sleedoornpage,1 t/m 28,Hoogeveen,Wijk 51 De Weide,Erflanden,Hoogeveen,Drenthe
7909AA,Dr G H Amshoffweg,1 t/m 8,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909AA,Mr Harm Smeengelaan,1 t/m 1,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909AB,Jennerstraat,1 t/m 47,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AC,Pasteurhof,1 t/m 31,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AD,Pasteurhof,2 t/m 30,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AE,Semmelweiszstraat,1 t/m 16,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AG,Boerhaavehof,1 t/m 31,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AH,Boerhaavehof,2 t/m 28,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AJ,Kochstraat,1 t/m 35,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AK,Dr G H Amshoffweg,11 t/m 17,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909AK,Kochstraat,2 t/m 44,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909AL,Dunanthof,1 t/m 14,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AM,Röntgenhof,1 t/m 43,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AN,Röntgenhof,4 t/m 22,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AP,Mathijsenstraat,1 t/m 20,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AR,Fleminghof,1 t/m 39,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AS,Fleminghof,2 t/m 38,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AT,Fleminghof,40 t/m 60,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AV,Schweitzerstraat,1 t/m 41,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AW,Schweitzerstraat,2 t/m 18,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AX,Schweitzerstraat,20 t/m 66,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909AZ,Schweitzerstraat,68 t/m 82,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BA,Bethesdastraat,1 t/m 27,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BB,Bethesdastraat,29 t/m 75,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BC,Bethesdastraat,77 t/m 95,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BE,Het Hoge Holt,1 t/m 21,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BG,Het Hoge Holt,23 t/m 45,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BH,Het Hoge Holt,2 t/m 12,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BJ,Het Hoge Holt,14 t/m 24,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BL,Het Lage Holt,1 t/m 23,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BN,Het Lage Holt,4 t/m 18,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BP,Het Lage Holt,20 t/m 42,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909BS,Curiestraat,395 t/m 413,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BT,Curiestraat,2 t/m 42,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909BV,Curiestraat,44 t/m 82,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909CA,Kinholtsweg,7 t/m 7,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909CB,Duymaer van Twistweg,1 t/m 8,Hoogeveen,Wijk 51 De Weide,Grittenhof,Hoogeveen,Drenthe
7909CE,De Tellinghorst,1 t/m 10,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CG,De Tellinghorst,11 t/m 27,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CH,De Tellinghorst,12 t/m 34,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CJ,De Holtmaden,1 t/m 4,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CK,De Holtmaden,5 t/m 23,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CL,De Holtmaden,6 t/m 10,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CM,De Binnenhorst,2 t/m 14,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CP,De Oostmaden,1 t/m 34,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CR,De Westmaden,1 t/m 23,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909CS,De Westmaden,8 t/m 29,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909EA,Jennerstraat,2 t/m 48,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EB,Jennerstraat,50 t/m 84,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EC,Jennerstraat,86 t/m 120,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909ED,Jennerstraat,122 t/m 156,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EE,Jennerstraat,158 t/m 190,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EG,Jennerstraat,192 t/m 236,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EH,Kolffstraat,2 t/m 32,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909EJ,Kolffstraat,1 t/m 47,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GA,Curiestraat,1 t/m 37,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GB,Curiestraat,39 t/m 79,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GC,Curiestraat,81 t/m 99,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GD,Curiestraat,101 t/m 137,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GE,Curiestraat,139 t/m 179,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GG,Curiestraat,181 t/m 199,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GH,Curiestraat,201 t/m 229,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909GJ,Dunanthof,13 t/m 67,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7909HA,Watermunt,1 t/m 16,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HB,Wederik,1 t/m 5,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HC,Valeriaan,1 t/m 16,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HD,Kalmoes,1 t/m 15,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HE,Dotterbloem,2 t/m 26,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HG,Dotterbloem,1 t/m 49,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HH,Oeverzegge,3 t/m 11,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HJ,Lisdodde,2 t/m 22,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HK,Pijlkruid,1 t/m 20,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HL,Zwanebloem,2 t/m 36,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HM,Zwanebloem,1 t/m 45,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HN,Violier,1 t/m 27,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HP,Rietland,2 t/m 28,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HR,Weegbree,1 t/m 23,Hoogeveen,Wijk 51 De Weide,Kinholt,Hoogeveen,Drenthe
7909HS,Nijstad,2 t/m 50,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Nijstad,Hoogeveen,Drenthe
7909HT,Vledderweg,1 t/m 1,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Nijstad,Hoogeveen,Drenthe
9600AA,Postbus,0 t/m 10000,Hoogezand,9600AA,9600,Midden-Groningen,Groningen
9600AB,Postbus,0 t/m 10000,Hoogezand,9600AB,9600,Midden-Groningen,Groningen
9600AC,Postbus,0 t/m 10000,Hoogezand,9600AC,9600,Midden-Groningen,Groningen
9600AD,Postbus,0 t/m 10000,Hoogezand,9600AD,9600,Midden-Groningen,Groningen
9600AE,Postbus,0 t/m 10000,Hoogezand,9600AE,9600,Midden-Groningen,Groningen
9600AG,Postbus,0 t/m 10000,Hoogezand,9600AG,9600,Midden-Groningen,Groningen
9600AH,Postbus,0 t/m 10000,Hoogezand,9600AH,9600,Midden-Groningen,Groningen
9600AJ,Postbus,0 t/m 10000,Hoogezand,9600AJ,9600,Midden-Groningen,Groningen
9600AK,Postbus,0 t/m 10000,Hoogezand,9600AK,9600,Midden-Groningen,Groningen
9600AL,Postbus,0 t/m 10000,Hoogezand,9600AL,9600,Midden-Groningen,Groningen
9600AM,Postbus,0 t/m 10000,Hoogezand,9600AM,9600,Midden-Groningen,Groningen
9600NA,Postbus,0 t/m 10000,Hoogezand,9600NA,9600,Midden-Groningen,Groningen
9601AA,Kerkstraat,1 t/m 27,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601AB,Kerkstraat,49 t/m 97,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601AC,Kerkstraat,99 t/m 151,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601AD,Kerkstraat,153 t/m 195,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601AE,Kerkstraat,197 t/m 223,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AK,Kerkstraat,2 t/m 38,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Stadshart-Noord,Midden-Groningen,Groningen
9601AM,van Oldenbarneveltlaan,1 t/m 14,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AN,Parklaan,2 t/m 14,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AP,Schimmelpennincklaan,1 t/m 24,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AR,Jan Huitzingstraat,1 t/m 33,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AS,Jan Huitzingstraat,35 t/m 55,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AT,Johan de Wittlaan,1 t/m 19,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AV,Johan de Wittlaan,2 t/m 38,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AW,van Slingelandtstraat,2 t/m 2,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601AX,Spoorstraat Noord,1 t/m 35,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Martenshoek,Midden-Groningen,Groningen
9601AZ,Spoorstraat Noord,2 t/m 38,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Martenshoek,Midden-Groningen,Groningen
9601BA,Jan Sangerslaan,1 t/m 25,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BB,Meidoornstraat,1 t/m 15,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BC,Westerlaan,2 t/m 20,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Beukemabuurt,Midden-Groningen,Groningen
9601BD,Zuiderlaan,1 t/m 23,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BE,Zuiderlaan,22 t/m 60,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BG,Dr. Zamenhofplein,3 t/m 22,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Beukemabuurt,Midden-Groningen,Groningen
9601BH,Stationsweg,1 t/m 43,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BJ,Stationsweg,45 t/m 55,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BK,Stationsweg,4 t/m 6,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601BL,Beukemastraat,1 t/m 49,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BM,Beukemastraat,51 t/m 77,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Beukemabuurt,Midden-Groningen,Groningen
9601BN,Beukemastraat,2 t/m 50,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BP,Beukemastraat,52 t/m 84,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BR,Hoeklaan,1 t/m 15,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BT,Hoeklaan,50 t/m 74,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BV,Thialflaan,1 t/m 47,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BW,Thialflaan,2 t/m 34,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BX,Singel,1 t/m 39,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601BZ,Singel,2 t/m 22,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601CA,Bartholomeus vd Helststr,1 t/m 47,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601CB,Bartholomeus vd Helststr,49 t/m 95,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601CC,Bartholomeus vd Helststr,97 t/m 143,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601CD,Bartholomeus vd Helststr,2 t/m 22,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601CE,Heinsiushof,1 t/m 14,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601CJ,Melkweg,98 t/m 98,Hoogezand,Wijk 02 Hoogezand-Zuid,Woldwijck-Midden,Midden-Groningen,Groningen
9601CJ,Noordersingel,1 t/m 25,Hoogezand,Wijk 02 Hoogezand-Zuid,Woldwijck-Midden,Midden-Groningen,Groningen
9601CK,Noordersingel,26 t/m 39,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601CL,Oosterparkstraat,1 t/m 11,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601CM,Vijverstraat,1 t/m 14,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601CN,Burgemeester Bartelsstr,1 t/m 16,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601CP,Nutsstraat,1 t/m 19,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601CR,Kerslaan,1 t/m 9,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601EA,Hoofdstraat,1 t/m 45,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EB,Hoofdstraat,47 t/m 99,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EC,Hoofdstraat,101 t/m 147,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601ED,Hoofdstraat,151 t/m 195,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EE,Hoofdstraat,199 t/m 245,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EG,Hoofdstraat,247 t/m 279,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EH,Hoofdstraat,2 t/m 48,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601EJ,Hoofdstraat,52 t/m 62,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601EK,Hoofdstraat,64 t/m 68,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601EL,Hoofdstraat,76 t/m 128,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Westerpark,Midden-Groningen,Groningen
9601EM,Hoofdstraat,130 t/m 206,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Beukemabuurt,Midden-Groningen,Groningen
9601EN,Hoofdstraat,208 t/m 260,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601EP,Hoofdstraat,262 t/m 272,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Oosterpark,Midden-Groningen,Groningen
9601ET,Winkelhoek,2 t/m 40,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Magrietpark,Midden-Groningen,Groningen
9601EV,Winkelhoek,42 t/m 60,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Magrietpark,Midden-Groningen,Groningen
9601EW,Aert van der Neerweg,2 t/m 21,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601EX,Winkelhoek,1 t/m 49,Hoogezand,Wijk 11 Sappemeer,Magrietpark,Midden-Groningen,Groningen
9601EZ,Winkelhoek,51 t/m 131,Hoogezand,Wijk 11 Sappemeer,Magrietpark,Midden-Groningen,Groningen
9601GA,Barentszstraat,1 t/m 49,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GB,Barentszstraat,51 t/m 63,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GC,Barentszstraat,2 t/m 50,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GC,Roggeveenstraat,1 t/m 3,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GD,Barentszstraat,52 t/m 96,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GE,de Houtmanstraat,1 t/m 27,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GG,de Houtmanstraat,29 t/m 45,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GH,de Houtmanstraat,2 t/m 22,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GJ,de Houtmanstraat,24 t/m 36,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GK,van Noortstraat,1 t/m 47,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GL,van Noortstraat,49 t/m 79,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GM,van Noortstraat,2 t/m 50,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GN,van Noortstraat,52 t/m 90,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GR,Tasmanstraat,1 t/m 49,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GS,Tasmanstraat,51 t/m 77,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GT,Tasmanstraat,2 t/m 50,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GV,Tasmanstraat,52 t/m 64,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GW,Trompstraat,2 t/m 42,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GW,van Neckstraat,1 t/m 13,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601GX,van Neckstraat,50 t/m 56,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601HA,van Heemskerckstraat,13 t/m 47,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601HB,de Ruyterstraat,2 t/m 126,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
9601HC,van Heemskerckstraat,119 t/m 145,Hoogezand,Wijk 01 Foxham en Hoogezand-Noord,Noorderpark,Midden-Groningen,Groningen
